,Year,Respondent_ID,Agency_Code,Loan_Type,Property_Type,Loan_Purpose,Occupancy,Amount,Action_Type,State_Code,County_Code,Income,Purchaser_Type ,Denial_Reason_1,Property_Location,USPS_Code,GDP,Real_State_Growth_%,Rate,PMT,IncRat,Unemployemnt,AmorTerm
2,2017,451965.0,9,1,1,1,1,4973.0,1,12,95,2050,0,,Florida,FL,968.0,2.7,3.989807692307693,23712.650623701342,138.80575974849566,4.2,360
3,2017,451965.0,9,1,1,1,1,81.0,3,17,197,36,0,7.0,Illinois,IL,815.5,1.4,3.989807692307693,386.2305852643894,128.74352842146314,5.0,360
4,2017,451965.0,9,1,1,1,1,5000.0,1,49,35,1307,0,,Utah,UT,163.3,2.7,3.989807692307693,23841.394152122804,218.89573819852612,3.2,360
6,2017,451965.0,9,1,1,1,1,2000.0,1,41,5,1541,0,,Oregon,OR,236.8,2.9,3.989807692307693,9536.557660849121,74.26261643750128,4.1,360
7,2017,451965.0,9,1,1,1,1,980.0,2,34,29,307,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,4672.91325381607,182.6545897257096,4.6,360
8,2017,451965.0,9,1,1,1,1,3500.0,1,8,5,1265,0,,Colorado,CO,335.0,2.1,3.989807692307693,16688.975906485965,158.314395950855,2.8,360
9,2017,451965.0,9,1,1,1,1,1428.0,1,6,59,662,0,,California,CA,,2.6,3.989807692307693,6809.102169846273,123.42783389449437,4.8,360
10,2017,451965.0,9,1,1,1,1,2411.0,1,36,47,934,0,,New York,NY,,1.3,3.989807692307693,11496.320260153616,147.70432882424348,4.7,360
11,2017,451965.0,9,1,1,1,1,488.0,3,53,33,144,0,4.0,Washington,WA,491.7,3.1,3.989807692307693,2326.9200692471854,193.9100057705988,4.8,360
13,2017,451965.0,9,1,1,1,2,109.0,3,34,17,186,0,7.0,New Jersey,NJ,600.2,1.6,3.989807692307693,519.7423925162772,33.53176725911466,4.6,360
18,2017,451965.0,9,1,1,1,2,113.0,3,34,7,174,0,7.0,New Jersey,NJ,600.2,1.6,3.989807692307693,538.8155078379754,37.15969019572244,4.6,360
20,2017,451965.0,9,1,1,1,1,8.0,3,17,31,36,0,7.0,Illinois,IL,815.5,1.4,3.989807692307693,38.146230643396486,12.715410214465495,5.0,360
21,2017,451965.0,9,1,1,1,1,236.0,3,24,35,101,0,7.0,Maryland,MD,391.4,1.6,3.989807692307693,1125.3138039801963,133.70064997784513,4.1,360
22,2017,451965.0,9,1,1,1,2,2100.0,1,45,13,2049,0,,South Carolina,SC,217.8,2.1,3.989807692307693,10013.385543891578,58.64354637711027,4.3,360
23,2017,451965.0,9,1,1,1,1,1400.0,1,24,31,502,0,,Maryland,MD,391.4,1.6,3.989807692307693,6675.590362594385,159.57586524130002,4.1,360
26,2017,451965.0,9,1,1,1,1,463.0,1,6,37,134,0,,California,CA,,2.6,3.989807692307693,2207.7130984865717,197.70565061073776,4.8,360
28,2017,451965.0,9,1,1,1,1,525.0,3,48,157,163,0,7.0,Texas,TX,,1.1,3.989807692307693,2503.3463859728945,184.2954394581272,4.3,360
29,2017,451965.0,9,1,1,1,2,2000.0,1,36,61,1587,0,,New York,NY,,1.3,3.989807692307693,9536.557660849121,72.11007683061717,4.7,360
31,2017,451965.0,9,1,1,1,2,135.0,3,34,25,68,0,7.0,New Jersey,NJ,600.2,1.6,3.989807692307693,643.7176421073157,113.59723096011453,4.6,360
32,2017,451965.0,9,1,1,1,1,443.0,1,6,19,130,0,,California,CA,,2.6,3.989807692307693,2112.3475218780804,194.9859250964382,4.8,360
33,2017,451965.0,9,1,1,1,2,6250.0,1,12,86,3064,0,,Florida,FL,968.0,2.7,3.989807692307693,29801.742690153504,116.71700792488316,4.2,360
35,2017,451965.0,9,1,1,1,1,750.0,3,37,179,345,0,3.0,North Carolina,NC,537.0,1.9,3.989807692307693,3576.209122818421,124.38988253281464,4.6,360
37,2017,451965.0,9,1,1,1,2,711.0,2,34,25,419,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3390.2462484318626,97.09535795031589,4.6,360
42,2017,451965.0,9,1,1,1,1,600.0,1,6,97,197,0,,California,CA,,2.6,3.989807692307693,2860.9672982547368,174.27211969064385,4.8,360
44,2017,451965.0,9,1,1,1,1,1000.0,1,34,5,965,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,4768.2788304245605,59.29465903118624,4.6,360
45,2017,451965.0,9,1,1,1,1,820.0,1,37,21,209,0,,North Carolina,NC,537.0,1.9,3.989807692307693,3909.98864094814,224.49695546113722,4.6,360
47,2017,451965.0,9,1,1,1,1,800.0,1,34,3,280,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3814.6230643396484,163.48384561455637,4.6,360
51,2017,451965.0,9,1,1,1,1,275.0,1,37,85,93,1,,North Carolina,NC,537.0,1.9,3.989807692307693,1311.2766783667541,169.19699075700052,4.6,360
52,2017,451965.0,9,1,1,1,1,369.0,2,49,57,335,0,,Utah,UT,163.3,2.7,3.989807692307693,1759.494888426663,63.026682570507326,3.2,360
53,2017,451965.0,9,1,1,1,1,288.0,1,49,1,64,0,,Utah,UT,163.3,2.7,3.989807692307693,1373.2643031622736,257.48705684292634,3.2,360
54,2017,451965.0,9,1,1,1,1,918.0,1,48,113,490,0,,Texas,TX,,1.1,3.989807692307693,4377.2799663297465,107.19869305297338,4.3,360
58,2017,451965.0,9,1,1,1,1,1112.0,1,53,29,334,0,,Washington,WA,491.7,3.1,3.989807692307693,5302.326059432112,190.5027326742076,4.8,360
59,2017,451965.0,9,1,1,1,1,2494.0,1,4,13,554,0,,Arizona,AZ,314.7,2.2,3.989807692307693,11892.087403078855,257.59034086091384,4.9,360
60,2017,451965.0,9,1,1,1,1,105.0,3,34,11,28,0,7.0,New Jersey,NJ,600.2,1.6,3.989807692307693,500.66927719457885,214.57254736910522,4.6,360
64,2017,451965.0,9,1,1,1,1,1130.0,1,13,121,335,0,,Georgia,GA,548.4,2.7,3.989807692307693,5388.155078379754,193.0085401210658,4.7,360
65,2017,451965.0,9,1,1,1,1,56.0,3,17,31,26,0,7.0,Illinois,IL,815.5,1.4,3.989807692307693,267.0236145037754,123.24166823251173,5.0,360
67,2017,451965.0,9,1,1,1,2,3000.0,1,36,61,1722,0,,New York,NY,,1.3,3.989807692307693,14304.836491273683,99.68527171619291,4.7,360
70,2017,451965.0,9,1,1,1,1,506.0,1,6,89,199,0,,California,CA,,2.6,3.989807692307693,2412.749088194828,145.49240732833135,4.8,360
71,2017,451965.0,9,1,1,1,1,750.0,2,12,9,449,0,,Florida,FL,968.0,2.7,3.989807692307693,3576.209122818421,95.57797210205135,4.2,360
72,2017,451965.0,9,1,1,1,2,1505.0,1,37,31,1016,0,,North Carolina,NC,537.0,1.9,3.989807692307693,7176.259639788963,84.75897212349169,4.6,360
73,2017,451965.0,9,1,1,1,1,300.0,1,4,25,104,1,,Arizona,AZ,314.7,2.2,3.989807692307693,1430.4836491273684,165.05580566854252,4.9,360
77,2017,451965.0,9,1,1,1,1,3000.0,3,6,85,574,0,7.0,California,CA,,2.6,3.989807692307693,14304.836491273683,299.05581514857874,4.8,360
81,2017,451965.0,9,1,1,1,1,1000.0,1,45,19,869,0,,South Carolina,SC,217.8,2.1,3.989807692307693,4768.2788304245605,65.84504714050026,4.3,360
86,2017,451965.0,9,1,1,1,1,8.0,3,17,197,39,0,7.0,Illinois,IL,815.5,1.4,3.989807692307693,38.146230643396486,11.737301736429687,5.0,360
89,2017,451965.0,9,1,1,1,1,44.0,1,42,45,106,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,209.80426853868065,23.75142662702045,4.9,360
105,2017,451965.0,9,1,1,1,2,284.0,3,51,59,329,0,9.0,Virginia,VA,509.6,1.2,3.989807692307693,1354.1911878405754,49.39299165375959,3.8,360
111,2017,451965.0,9,1,1,1,2,521.0,1,16,13,520,0,,Idaho,ID,69.4,2.0,3.989807692307693,2484.273270651196,57.329383168873754,3.2,360
123,2017,451965.0,9,1,1,1,1,24.0,1,20,35,25,0,,Kansas,KS,156.4,1.0,3.989807692307693,114.43869193018945,54.93057212649093,3.6,360
153,2017,451965.0,9,1,1,1,1,220.0,1,4,13,59,0,,Arizona,AZ,314.7,2.2,3.989807692307693,1049.0213426934033,213.3602730901837,4.9,360
156,2017,451965.0,9,1,1,1,1,63.0,1,35,43,82,0,,New Mexico,NM,94.8,0.6,3.989807692307693,300.40156631674733,43.961204826841076,6.2,360
170,2017,451965.0,9,1,1,1,1,337.0,1,36,79,154,0,,New York,NY,,1.3,3.989807692307693,1606.909965853077,125.21376357296703,4.7,360
214,2017,451965.0,9,1,1,1,2,136.0,1,42,111,207,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,648.4859209377403,37.59338672102842,4.9,360
225,2017,451965.0,9,1,1,1,1,143.0,1,28,45,90,0,,Mississippi,MS,110.4,1.3,3.989807692307693,681.8638727507122,90.91518303342829,5.1,360
238,2017,451965.0,9,1,1,1,1,416.0,1,45,19,150,0,,South Carolina,SC,217.8,2.1,3.989807692307693,1983.6039934566174,158.6883194765294,4.3,360
247,2017,451965.0,9,1,1,1,1,115.0,1,39,95,89,0,,Ohio,OH,646.5,1.9,3.989807692307693,548.3520654988245,73.93510995489768,5.0,360
255,2017,451965.0,9,1,1,1,1,229.0,1,6,41,165,0,,California,CA,,2.6,3.989807692307693,1091.9358521672245,79.41351652125269,4.8,360
262,2017,451965.0,9,1,1,1,1,437.0,1,8,37,132,0,,Colorado,CO,335.0,2.1,3.989807692307693,2083.7378488955333,189.43071353595758,2.8,360
275,2017,451965.0,9,1,1,1,1,237.0,1,10,5,113,0,,Delaware,DE,72.4,1.0,3.989807692307693,1130.082082810621,120.00871675865002,4.6,360
291,2017,451965.0,9,1,1,1,1,253.0,1,9,3,92,0,,Connecticut,CT,271.7,1.5,3.989807692307693,1206.374544097414,157.35320140401052,4.7,360
302,2017,451965.0,9,1,1,1,1,157.0,1,6,95,84,0,,California,CA,,2.6,3.989807692307693,748.6197763766561,106.94568233952229,4.8,360
313,2017,451965.0,9,1,1,1,1,99.0,1,6,37,57,0,,California,CA,,2.6,3.989807692307693,472.0596042120315,99.38096930779611,4.8,360
314,2017,451965.0,9,1,1,1,1,156.0,1,26,125,50,0,,Michigan,MI,504.9,2.0,3.989807692307693,743.8514975462315,178.52435941109553,4.6,360
331,2017,451965.0,9,1,1,1,2,25.0,1,27,27,78,0,,Minnesota,MN,345.3,1.7,3.989807692307693,119.20697076061401,18.339533963171387,3.5,360
336,2017,451965.0,9,1,1,1,1,137.0,1,34,17,87,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,653.2541997681648,90.10402755422962,4.6,360
338,2017,451965.0,9,1,1,1,1,161.0,1,8,31,55,0,,Colorado,CO,335.0,2.1,3.989807692307693,767.6928916983543,167.4966309160046,2.8,360
356,2017,451965.0,9,1,1,1,1,130.0,1,10,1,41,0,,Delaware,DE,72.4,1.0,3.989807692307693,619.8762479551929,181.4271945234711,4.6,360
364,2017,451965.0,9,1,1,1,1,347.0,1,12,95,142,0,,Florida,FL,968.0,2.7,3.989807692307693,1654.5927541573226,139.82473978794275,4.2,360
378,2017,451965.0,9,1,1,1,2,361.0,1,6,65,187,0,,California,CA,,2.6,3.989807692307693,1721.3486577832666,110.46087643528983,4.8,360
381,2017,451965.0,9,1,1,1,1,46.0,1,33,11,48,0,,New Hampshire,NH,81.3,2.7,3.989807692307693,219.3408261995298,54.83520654988245,2.7,360
382,2017,451965.0,9,1,1,1,1,61.0,1,51,25,57,0,,Virginia,VA,509.6,1.2,3.989807692307693,290.8650086558982,61.234738664399615,3.8,360
386,2017,451965.0,9,1,1,1,1,224.0,1,6,31,82,0,,California,CA,,2.6,3.989807692307693,1068.0944580151015,156.30650605099046,4.8,360
388,2017,451965.0,9,1,1,1,1,339.0,1,51,600,80,0,,Virginia,VA,509.6,1.2,3.989807692307693,1616.4465235139262,242.4669785270889,3.8,360
398,2017,451965.0,9,1,1,1,1,84.0,1,22,7,52,0,,Louisiana,LA,237.1,0.6,3.989807692307693,400.5354217556631,92.4312511743838,5.1,360
416,2017,451965.0,9,1,1,1,1,389.0,1,48,85,142,0,,Texas,TX,,1.1,3.989807692307693,1854.8604650351542,156.74877169311162,4.3,360
427,2017,451965.0,9,1,1,1,2,140.0,1,9,11,52,0,,Connecticut,CT,271.7,1.5,3.989807692307693,667.5590362594385,154.05208529063967,4.7,360
432,2017,451965.0,9,1,1,1,1,93.0,1,37,119,52,0,,North Carolina,NC,537.0,1.9,3.989807692307693,443.44993122948415,102.33459951449635,4.6,360
461,2017,451965.0,9,1,1,1,1,143.0,1,4,13,75,0,,Arizona,AZ,314.7,2.2,3.989807692307693,681.8638727507122,109.09821964011395,4.9,360
462,2017,451965.0,9,1,1,1,1,157.0,1,29,183,71,0,,Missouri,MO,310.5,1.6,3.989807692307693,748.6197763766561,126.52728614816722,3.8,360
467,2017,451965.0,9,1,1,1,1,344.0,1,48,85,135,0,,Texas,TX,,1.1,3.989807692307693,1640.2879176660488,145.80337045920433,4.3,360
468,2017,451965.0,9,1,1,1,1,70.0,1,12,71,95,0,,Florida,FL,968.0,2.7,3.989807692307693,333.77951812971924,42.161623342701375,4.2,360
476,2017,451965.0,9,1,1,1,1,121.0,1,6,73,51,0,,California,CA,,2.6,3.989807692307693,576.9617384813719,135.7557031720875,4.8,360
481,2017,451965.0,9,1,1,1,1,97.0,1,12,71,100,0,,Florida,FL,968.0,2.7,3.989807692307693,462.5230465511824,55.502765586141884,4.2,360
490,2017,451965.0,9,1,1,1,1,70.0,3,29,21,35,0,4.0,Missouri,MO,310.5,1.6,3.989807692307693,333.77951812971924,114.43869193018946,3.8,360
495,2017,451965.0,9,1,1,1,1,284.0,1,47,149,159,0,,Tennessee,TN,341.3,2.1,3.989807692307693,1354.1911878405754,102.20310851626984,3.7,360
497,2017,451965.0,9,1,1,1,1,273.0,1,6,71,162,0,,California,CA,,2.6,3.989807692307693,1301.7401207059052,96.42519412636335,4.8,360
537,2017,451965.0,9,1,1,1,1,78.0,1,1,51,44,0,,Alabama,AL,210.9,1.7,3.989807692307693,371.92574877311574,101.43429511994066,4.4,360
540,2017,451965.0,9,1,1,1,1,63.0,1,13,63,111,0,,Georgia,GA,548.4,2.7,3.989807692307693,300.40156631674733,32.47584500721593,4.7,360
550,2017,451965.0,9,1,1,1,1,35.0,1,36,77,40,0,,New York,NY,,1.3,3.989807692307693,166.88975906485962,50.06692771945788,4.7,360
565,2017,451965.0,9,1,1,1,1,240.0,1,22,17,100,0,,Louisiana,LA,237.1,0.6,3.989807692307693,1144.3869193018945,137.32643031622734,5.1,360
609,2017,451965.0,9,1,1,1,1,214.0,1,37,135,75,0,,North Carolina,NC,537.0,1.9,3.989807692307693,1020.4116697108561,163.265867153737,4.6,360
611,2017,451965.0,9,1,1,1,1,328.0,1,11,1,279,0,,District of Columbia,DC,132.3,2.3,3.989807692307693,1563.995456379256,67.26862177975295,6.1,360
623,2017,451965.0,9,1,1,1,1,112.0,1,9,7,62,0,,Connecticut,CT,271.7,1.5,3.989807692307693,534.0472290075508,103.36397980791304,4.7,360
627,2017,451965.0,9,1,1,1,1,205.0,1,48,121,73,0,,Texas,TX,,1.1,3.989807692307693,977.497160237035,160.6844646964989,4.3,360
629,2017,451965.0,9,1,1,1,1,260.0,1,31,55,125,0,,Nebraska,NE,118.2,1.6,3.989807692307693,1239.7524959103857,119.01623960739704,2.9,360
644,2017,451965.0,9,1,1,1,1,247.0,1,55,59,117,0,,Wisconsin,WI,319.1,1.5,3.989807692307693,1177.7648711148665,120.79639703742221,3.3,360
660,2017,451965.0,9,1,1,1,1,183.0,1,53,61,63,0,,Washington,WA,491.7,3.1,3.989807692307693,872.5950259676946,166.20857637479898,4.8,360
701,2017,451965.0,9,1,1,1,1,118.0,1,8,5,113,0,,Colorado,CO,335.0,2.1,3.989807692307693,562.6569019900982,59.7511754325768,2.8,360
705,2017,451965.0,9,1,1,1,1,110.0,1,37,81,85,0,,North Carolina,NC,537.0,1.9,3.989807692307693,524.5106713467017,74.04856536659318,4.6,360
731,2017,451965.0,9,1,1,1,1,216.0,3,2,20,74,0,7.0,Alaska,AK,50.1,-1.9,3.989807692307693,1029.9482273717051,167.0186314656819,7.2,360
745,2017,451965.0,9,1,1,1,1,178.0,1,41,51,120,0,,Oregon,OR,236.8,2.9,3.989807692307693,848.7536318155718,84.87536318155718,4.1,360
787,2017,451965.0,9,1,1,1,1,65.0,1,45,63,35,0,,South Carolina,SC,217.8,2.1,3.989807692307693,309.93812397759643,106.26449964946164,4.3,360
789,2017,451965.0,9,1,1,1,2,177.0,1,6,37,80,0,,California,CA,,2.6,3.989807692307693,843.9853529851473,126.5978029477721,4.8,360
821,2017,451965.0,9,1,1,1,1,261.0,1,17,43,91,0,,Illinois,IL,815.5,1.4,3.989807692307693,1244.5207747408103,164.1126296361508,5.0,360
826,2017,451965.0,9,1,1,1,1,90.0,1,49,49,86,0,,Utah,UT,163.3,2.7,3.989807692307693,429.1450947382105,59.880710893703785,3.2,360
845,2017,451965.0,9,1,1,1,1,83.0,1,12,103,57,0,,Florida,FL,968.0,2.7,3.989807692307693,395.7671429252386,83.31939851057655,4.2,360
870,2017,451965.0,9,1,1,1,1,136.0,3,17,37,57,0,1.0,Illinois,IL,815.5,1.4,3.989807692307693,648.4859209377403,136.52335177636638,5.0,360
893,2017,451965.0,9,1,1,1,1,165.0,1,4,19,87,0,,Arizona,AZ,314.7,2.2,3.989807692307693,786.7660070200525,108.51944924414516,4.9,360
909,2017,451965.0,9,1,1,1,1,308.0,1,40,109,95,0,,Oklahoma,OK,183.0,-0.4,3.989807692307693,1468.6298797707648,185.51114270788608,4.3,360
912,2017,451965.0,9,1,1,1,1,131.0,1,51,161,51,0,,Virginia,VA,509.6,1.2,3.989807692307693,624.6445267856175,146.97518277308646,3.8,360
914,2017,451965.0,9,1,1,1,1,186.0,1,27,35,55,0,,Minnesota,MN,345.3,1.7,3.989807692307693,886.8998624589683,193.50542453650218,3.5,360
937,2017,451965.0,9,1,1,1,1,62.0,1,5,131,34,0,,Arkansas,AR,123.7,1.4,3.989807692307693,295.63328748632273,104.34116028929037,3.7,360
952,2017,451965.0,9,1,1,1,1,253.0,1,42,29,84,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1206.374544097414,172.33922058534486,4.9,360
960,2017,451965.0,9,1,1,1,1,174.0,3,17,97,43,0,1.0,Illinois,IL,815.5,1.4,3.989807692307693,829.6805164938736,231.53874878898796,5.0,360
974,2017,451965.0,9,1,1,1,1,105.0,1,36,85,57,0,,New York,NY,,1.3,3.989807692307693,500.66927719457885,105.40405835675344,4.7,360
991,2017,451965.0,9,1,1,1,1,355.0,1,42,29,81,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1692.7389848007192,250.77614589640285,4.9,360
999,2017,451965.0,9,1,1,1,1,157.0,1,54,3,109,0,,West Virginia,WV,74.5,0.4,3.989807692307693,748.6197763766561,82.41685611486122,5.2,360
1033,2017,451965.0,9,1,1,1,1,197.0,1,8,83,244,0,,Colorado,CO,335.0,2.1,3.989807692307693,939.3509295936385,46.197586701326486,2.8,360
1044,2017,451965.0,9,1,1,1,1,162.0,1,12,73,67,0,,Florida,FL,968.0,2.7,3.989807692307693,772.4611705287788,138.35125442306486,4.2,360
1045,2017,451965.0,9,1,1,1,1,154.0,1,53,33,82,0,,Washington,WA,491.7,3.1,3.989807692307693,734.3149398853824,107.46072291005596,4.8,360
1046,2017,451965.0,9,1,1,1,1,118.0,1,4,13,41,0,,Arizona,AZ,314.7,2.2,3.989807692307693,562.6569019900982,164.68006887515068,4.9,360
1068,2017,451965.0,9,1,1,1,1,246.0,1,6,37,150,0,,California,CA,,2.6,3.989807692307693,1172.996592284442,93.83972738275536,4.8,360
1081,2017,451965.0,9,1,1,1,1,125.0,1,49,49,64,0,,Utah,UT,163.3,2.7,3.989807692307693,596.0348538030701,111.75653508807564,3.2,360
1096,2017,451965.0,9,1,1,1,1,187.0,1,6,71,52,0,,California,CA,,2.6,3.989807692307693,891.6681412893929,205.769571066783,4.8,360
1105,2017,451965.0,9,1,1,1,1,245.0,1,17,93,169,0,,Illinois,IL,815.5,1.4,3.989807692307693,1168.2283134540176,82.95112284880598,5.0,360
1109,2017,451965.0,9,1,1,1,1,126.0,1,29,37,61,0,,Missouri,MO,310.5,1.6,3.989807692307693,600.8031326334947,118.19078019019568,3.8,360
1113,2017,451965.0,9,1,1,1,1,153.0,1,12,83,158,0,,Florida,FL,968.0,2.7,3.989807692307693,729.5466610549578,55.408607168730974,4.2,360
1137,2017,451965.0,9,1,1,1,1,240.0,1,42,29,1068,0,,Pennsylvania,PA,746.0,1.5,3.989807692307693,1144.3869193018945,12.858279992156119,4.9,360
1144,2017,451965.0,9,1,1,1,2,64.0,1,33,15,173,0,,New Hampshire,NH,81.3,2.7,3.989807692307693,305.1698451471719,21.16785053043967,2.7,360
1159,2017,451965.0,9,1,1,1,1,40.0,1,6,71,136,0,,California,CA,,2.6,3.989807692307693,190.73115321698245,16.82921940149845,4.8,360
1174,2017,451965.0,9,1,1,1,1,77.0,3,39,153,31,0,1.0,Ohio,OH,646.5,1.9,3.989807692307693,367.1574699426912,142.12547223588047,5.0,360
1176,2017,451965.0,9,1,1,1,1,117.0,1,20,173,73,0,,Kansas,KS,156.4,1.0,3.989807692307693,557.8886231596736,91.70771887556278,3.6,360
1180,2017,451965.0,9,1,1,1,2,91.0,1,26,17,104,0,,Michigan,MI,504.9,2.0,3.989807692307693,433.913373568635,50.06692771945789,4.6,360
1188,2017,451965.0,9,1,1,1,1,372.0,3,6,111,92,0,3.0,California,CA,,2.6,3.989807692307693,1773.7997249179366,231.3651815110352,4.8,360
1203,2017,451965.0,9,1,1,1,1,125.0,1,12,103,47,0,,Florida,FL,968.0,2.7,3.989807692307693,596.0348538030701,152.1791116092945,4.2,360
1224,2017,451965.0,9,1,1,1,1,594.0,1,34,27,281,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,2832.357625272189,120.95477403297605,4.6,360
1225,2017,451965.0,9,1,1,1,1,132.0,1,48,201,102,0,,Texas,TX,,1.1,3.989807692307693,629.412805616042,74.04856536659317,4.3,360
1231,2017,451965.0,9,1,1,1,1,91.0,1,8,69,105,0,,Colorado,CO,335.0,2.1,3.989807692307693,433.913373568635,49.590099836415426,2.8,360
1250,2017,451965.0,9,1,1,1,1,151.0,1,26,99,200,0,,Michigan,MI,504.9,2.0,3.989807692307693,720.0101033941087,43.200606203646515,4.6,360
1256,2017,451965.0,9,1,1,1,1,275.0,1,6,37,78,0,,California,CA,,2.6,3.989807692307693,1311.2766783667541,201.73487359488524,4.8,360
1257,2017,451965.0,9,1,1,1,1,111.0,1,12,83,40,0,,Florida,FL,968.0,2.7,3.989807692307693,529.2789501771263,158.78368505313787,4.2,360
1279,2017,451965.0,9,1,1,1,1,288.0,1,6,67,74,0,,California,CA,,2.6,3.989807692307693,1373.2643031622736,222.69150862090922,4.8,360
1284,2017,451965.0,9,1,1,1,1,411.0,1,51,59,115,0,,Virginia,VA,509.6,1.2,3.989807692307693,1959.7625993044944,204.49696688394724,3.8,360
1296,2017,451965.0,9,1,1,1,1,148.0,1,54,3,50,0,,West Virginia,WV,74.5,0.4,3.989807692307693,705.705266902835,169.36926405668038,5.2,360
1310,2017,451965.0,9,1,1,1,1,186.0,3,40,27,49,0,1.0,Oklahoma,OK,183.0,-0.4,3.989807692307693,886.8998624589683,217.19996631648206,4.3,360
1326,2017,451965.0,9,1,1,1,1,386.0,1,6,67,125,0,,California,CA,,2.6,3.989807692307693,1840.5556285438804,176.69334034021253,4.8,360
1332,2017,451965.0,9,1,1,1,1,114.0,3,12,21,104,0,1.0,Florida,FL,968.0,2.7,3.989807692307693,543.5837866684,62.72120615404616,4.2,360
1333,2017,451965.0,9,1,1,1,1,165.0,1,48,91,88,0,,Texas,TX,,1.1,3.989807692307693,786.7660070200525,107.28627368455261,4.3,360
1343,2017,451965.0,9,1,1,1,2,72.0,3,45,51,110,0,1.0,South Carolina,SC,217.8,2.1,3.989807692307693,343.3160757905684,37.452662813516554,4.3,360
1349,2017,451965.0,9,1,1,1,1,210.0,3,49,57,45,0,7.0,Utah,UT,163.3,2.7,3.989807692307693,1001.3385543891577,267.0236145037754,3.2,360
1358,2017,451965.0,9,1,1,1,1,175.0,1,6,99,180,0,,California,CA,,2.6,3.989807692307693,834.4487953242981,55.62991968828654,4.8,360
1359,2017,451965.0,9,1,1,1,1,131.0,1,27,53,75,0,,Minnesota,MN,345.3,1.7,3.989807692307693,624.6445267856175,99.9431242856988,3.5,360
1366,2017,451965.0,9,1,1,1,1,75.0,1,20,91,43,0,,Kansas,KS,156.4,1.0,3.989807692307693,357.6209122818421,99.80118482283964,3.6,360
1367,2017,451965.0,9,1,1,1,1,338.0,1,6,37,117,0,,California,CA,,2.6,3.989807692307693,1611.6782446835014,165.30033278805143,4.8,360
1381,2017,451965.0,9,1,1,1,1,247.0,1,45,81,107,0,,South Carolina,SC,217.8,2.1,3.989807692307693,1177.7648711148665,132.08577993811588,4.3,360
1382,2017,451965.0,9,1,1,1,1,369.0,1,25,25,60,0,,Massachusetts,MA,528.0,2.1,3.989807692307693,1759.494888426663,351.8989776853326,3.7,360
1387,2017,451965.0,9,1,1,1,1,117.0,1,32,3,30,0,,Nevada,NV,153.7,2.3,3.989807692307693,557.8886231596736,223.15544926386943,5.0,360
1391,2017,451965.0,9,1,1,1,1,432.0,3,6,37,192,0,1.0,California,CA,,2.6,3.989807692307693,2059.8964547434102,128.74352842146314,4.8,360
1401,2017,451965.0,9,1,1,1,1,832.0,1,34,35,262,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,3967.207986913235,181.70418260671306,4.6,360
1417,2017,451965.0,9,1,1,1,1,1222.0,1,6,59,352,0,,California,CA,,2.6,3.989807692307693,5826.836730778813,198.64216127655044,4.8,360
1426,2017,451965.0,9,1,1,1,1,104.0,1,31,55,59,0,,Nebraska,NE,118.2,1.6,3.989807692307693,495.90099836415436,100.86122000626868,2.9,360
1440,2017,451965.0,9,1,1,1,1,121.0,1,2,90,40,0,,Alaska,AK,50.1,-1.9,3.989807692307693,576.9617384813719,173.08852154441155,7.2,360
1441,2017,451965.0,9,1,1,1,2,325.0,3,54,37,256,0,1.0,West Virginia,WV,74.5,0.4,3.989807692307693,1549.6906198879822,72.64174780724917,5.2,360
1447,2017,451965.0,9,1,1,1,1,129.0,3,4,13,75,0,3.0,Arizona,AZ,314.7,2.2,3.989807692307693,615.1079691247683,98.41727505996292,4.9,360
1449,2017,451965.0,9,1,1,1,1,194.0,1,51,550,69,0,,Virginia,VA,509.6,1.2,3.989807692307693,925.0460931023648,160.8775814091069,3.8,360
1461,2017,451965.0,9,1,1,1,1,183.0,1,27,53,136,0,,Minnesota,MN,345.3,1.7,3.989807692307693,872.5950259676946,76.9936787618554,3.5,360
1467,2017,451965.0,9,1,1,1,1,205.0,1,34,13,159,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,977.497160237035,73.77337058392717,4.6,360
1473,2017,451965.0,9,1,1,1,1,246.0,1,34,23,104,0,,New Jersey,NJ,600.2,1.6,3.989807692307693,1172.996592284442,135.34576064820484,4.6,360
1476,2017,451965.0,9,1,1,1,1,139.0,1,37,119,59,0,,North Carolina,NC,537.0,1.9,3.989807692307693,662.790757429014,134.80489981607064,4.6,360
1485,2017,451965.0,9,1,1,1,1,172.0,3,51,177,82,0,9.0,Virginia,VA,509.6,1.2,3.989807692307693,820.1439588330244,120.02106714629626,3.8,360
1486,2017,451965.0,9,1,1,1,1,178.0,1,32,3,63,0,,Nevada,NV,153.7,2.3,3.989807692307693,848.7536318155718,161.66735844106128,5.0,360
